"JP04","157794/1","201106/1","110958/1","150306/1","174060/1","55813/1","122369/1","201552/1","183795/1","180813/1","119209/1","119582/1","147788/1","168691/1","108884/1","182684/1","172234/1","141551/1","192067/1","124018/1","124560/1","125602/1","147948/1","149931/1","168973/1","116321/1","198255/1","57132/1","127744/1","155594/1","16976/1","139431/1","120633/1","198436/1","115582/1","38640/1","64940/1","149071/1","163397/1","95776/1","56297/1","61092/1","118297/1","45508/1","77219/1","190138/1","186379/1","56145/1","134688/1","100152/1","83578/1","186653/1","168865/1","121503/1","51083/1","64695/1","48550/1","49893/1","104869/1","196290/1","181574/1","106777/1","72031/1","202651/1","55235/1","43350/1","162926/1","114404/1","134700/1","149803/1","34383/1","157927/1","98090/1","187520/1","206168/1","191287/1","184864/1","168282/1","147587/1","158676/1","161605/1","147782/1","160757/1","159004/1","60905/1","204358/1","149002/1","68682/1","32926/1","190241/1","75671/1","121072/1","132014/1","205644/1","166075/1","150385/1","118527/1","56693/1","42718/1","185522/1","138918/1","119033/1","49248/1","49112/1","167402/1","162468/1","63311/1","41066/1","192132/1","177243/1","190038/1","180705/1","144736/1","34025/1","186879/1","135005/1","107731/1","48722/1","33811/1","34276/1","137904/1","94692/1","53378/1","101202/1","56960/1","18017/1","35482/1","200282/1","63017/1","189476/1","166589/1","80946/1","135085/1","108661/1","137407/1","167450/1","52708/1","148438/1","59031/1","129229/1","125415/1","103726/1","89819/1","58608/1","117149/1","106994/1","41421/1","197296/1","11068/1","27742/1","75008/1","110252/1","1561/1","65093/1","205276/1","extracted_numbers"
100,86.765,85.714,87.143,91.667,87.5,87.324,86.62,91.667,85.816,87.857,87.143,93.443,91.729,90.647,NA,85.185,87.218,86.923,85.714,87.324,88.194,83.212,82.212,83.333,87.143,87.857,91.603,89.928,92.424,97.01,100,92.424,NA,91.667,86.567,91.603,80.18,85.401,90.2,95.05,97.521,80.18,92.424,96.694,91.803,90.647,97.315,93.613,91.98,95.964,87.398,96.678,97.539,90.21,95.5,98.833,97.167,90.879,90.397,91.115,98.336,94.389,96.868,88.215,93.954,94.884,96.437,97.176,96.523,97.368,95.53,97.534,96.013,96.413,98.182,88.754,85.413,84.348,83.564,83.944,82.038,86.165,83.538,83.292,83.77,83.392,85.639,83.566,83.624,81.897,84.238,83.187,81.391,82.353,83.218,82.435,83.9,83.16,83.304,82.465,82.842,81.501,85.615,83.916,78.866,83.189,82.609,82.024,86.014,84.599,82.241,82.927,82.692,82.353,81.753,83.962,81.959,83.371,82.437,84.615,81.239,81.864,82.272,81.488,85.714,80.623,87.857,88.571,84.286,84.758,83.18,82.692,85.249,80.423,77.491,76.712,82.791,83.415,83.173,82.692,82.692,82.524,82.212,83.152,80.751,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.774,NA,NA,NA,NA,NA,NA,NA,NA,84.417,96.456,99.029,NA,NA,98.866,90.114,NA,98.66,97.473,98.499,99.236,90.467,97.115,98.728,98.656,96.544,98.681,98.959,95.44,93.935,98.592,99.166,97.677,98.82,97.73,96.873,94.019,98.546,97.438,97.226,98.706,96.664,97.683,97.555,97.919,97.12,98.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.212,NA,NA,NA,NA,NA,NA,99.278,NA,95.455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.911,NA,NA,NA,NA,NA,NA,NA,NA,83.767,95.054,98.73,NA,NA,98.537,89.883,NA,98.304,99.825,NA,98.514,88.75,97.812,97.473,97.819,97.122,98.863,97.863,93.617,93.427,98.298,98.904,97.031,98.519,96.909,97.038,92.943,97.52,97.983,98.377,99.212,96.855,98.079,95.476,97.134,96.901,99.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.115,NA,NA,NA,NA,NA,NA,98.47,NA,98.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.009,NA,NA,NA,NA,NA,NA,NA,NA,89.881,93.432,98.98,NA,NA,NA,90.623,NA,99.068,NA,NA,98.916,91.229,97.623,97.96,98.362,97.036,99.1,94.028,93.52,93.29,99.033,98.698,98.207,99.441,98.298,97.65,94.766,98.544,97.833,98.519,97.501,97.203,98.361,97.386,97.407,98.148,98.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.194,NA,NA,NA,NA,94.815,NA,97.682,NA,98.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.174,98.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.119,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.998,98.357,NA,NA,NA,90.392,NA,NA,NA,NA,98.311,NA,97.303,98.672,99.373,96.416,98.521,90.514,94.127,93.482,98.748,99.529,97.614,99.452,98.593,98.045,96.647,98.593,99.022,98.587,98.234,97.542,97.312,97.618,97.962,98.439,99.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.775,NA,NA,NA,98.475,NA,NA,NA,NA,90.615,NA,96.541,NA,98.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.17,98.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.885,100,NA,NA,NA,95.706,NA,NA,NA,NA,99.688,NA,96.273,98.447,98.452,NA,99.379,98.086,95.046,91.104,99.377,99.688,99.377,99.381,98.131,98.754,98.131,98.148,97.799,99.688,99.373,99.065,98.754,95.679,99.688,97.84,99.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,NA,97.846,NA,NA,NA,NA,89.521,NA,97.222,NA,99.689,NA,NA,NA,99.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.196,96.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.696,99.453,NA,NA,NA,89.297,NA,NA,NA,NA,98.24,NA,97.113,98.896,96.601,NA,97.987,97.166,91.896,92.442,97.69,98.854,98.258,98.567,96.696,96.743,96.9,97.912,97.82,98.308,98.584,97.383,99.229,97.931,98.344,98.363,98.961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.46,98.584,NA,NA,98.414,NA,NA,NA,NA,95.531,NA,95.326,NA,95.815,NA,NA,NA,97.448,96.721,NA,NA,NA,NA,NA,NA,NA,NA,95.924,96.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.111,NA,NA,NA,93.133,NA,NA,NA,NA,96.444,NA,98.222,99.556,97.778,NA,96.903,99.556,95.575,95.575,98.667,100,97.797,99.119,99.115,98.673,95.575,96.537,95.154,100,98.246,98.667,98.667,99.103,99.119,98.148,99.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.111,98.667,NA,NA,99.556,NA,NA,NA,NA,97.357,NA,98.667,NA,97.333,NA,NA,NA,98.667,98.246,NA,NA,NA,NA,NA,NA,NA,NA,97.357,97.321,97.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.643,NA,NA,NA,91.446,NA,NA,NA,NA,99.11,NA,98.217,98.931,97.338,NA,99.609,99.464,92.491,95.382,99.286,99.018,98.314,98.842,99.111,97.859,97.946,96.905,98.91,98.84,98.842,98.93,99.019,98.482,97.069,98.845,99.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.198,98.662,NA,NA,99.553,NA,NA,NA,NA,96.552,NA,98.043,NA,98.132,NA,NA,NA,98.31,99.02,NA,NA,NA,NA,NA,NA,NA,NA,96.362,93.451,96.881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.898,NA,NA,NA,91.096,NA,NA,NA,NA,99.57,NA,97.423,98.218,98.529,NA,NA,98.774,92.158,93.67,97.793,99.018,98.17,99.632,97.733,94.737,97.248,97.567,98.956,98.772,99.142,97.43,98.834,98.048,97.243,98.837,98.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.142,99.084,NA,NA,98.775,97.862,97.263,NA,NA,93.086,NA,98.77,NA,96.766,NA,NA,NA,97.854,98.711,NA,NA,NA,NA,NA,NA,NA,NA,97.558,98.13,98.712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.518,NA,NA,NA,88.898,NA,NA,NA,NA,98.876,NA,96.958,99.198,98.317,NA,NA,98.957,89.984,95.269,98.397,99.275,99.116,99.839,99.038,97.588,96.728,98.317,97.284,99.276,98.557,96.808,99.517,98.229,97.038,99.035,98.478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.678,99.116,98.875,NA,NA,99.035,99.195,99.275,NA,NA,99.034,NA,99.197,NA,97.428,92.602,NA,NA,97.586,96.782,NA,NA,NA,NA,NA,NA,NA,NA,96.81,NA,97.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.507,NA,NA,NA,98.969,NA,NA,NA,NA,98.197,NA,95.537,98.195,97.877,NA,NA,98.515,91.796,95.421,99.145,99.466,97.354,99.254,98.191,97.564,96.925,98.097,97.652,97.452,98.938,96.281,97.146,97.667,97.66,98.827,98.408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.107,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.613,98.614,98.932,NA,NA,99.252,99.36,99.039,NA,NA,95.962,NA,97.556,NA,98.079,96.497,NA,NA,97.759,97.143,NA,NA,NA,NA,NA,NA,NA,NA,93.038,NA,97.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.543,NA,NA,NA,NA,NA,NA,NA,NA,98.758,NA,96.229,96.943,98.829,NA,NA,97.883,94.937,93.703,98.927,97.467,97.852,99.158,98.73,97.953,86.544,98.699,98.533,98.563,99.38,98.665,98.927,98.923,98.375,98.376,97.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.536,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.113,98.892,99.246,NA,NA,98.405,98.275,98.147,98.359,NA,97.104,NA,98.311,NA,98.442,94.161,NA,NA,98.119,98.081,NA,NA,NA,NA,NA,NA,NA,NA,95.809,NA,95.887,98.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.807,95.635,98.331,NA,NA,99.613,90.968,94.201,99.229,98.831,NA,99.613,99.227,98.323,NA,97.692,98.21,98.052,99.221,96.561,97.674,98.839,99.61,99.1,97.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.713,99.097,98.464,NA,NA,98.067,99.355,97.423,99.357,NA,97.311,NA,99.351,NA,98.715,98.57,NA,NA,95.764,98.581,NA,NA,NA,NA,NA,NA,NA,NA,98.586,NA,98.846,98.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.801,97.375,98.927,NA,NA,97.969,90.187,91.232,96.956,99.049,NA,99.522,99.164,97.619,NA,97.372,98.687,99.166,98.694,98.807,84.908,98.095,96.79,98.925,97.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.749,99.761,99.044,NA,NA,98.69,98.341,98.098,98.81,NA,97.384,NA,95.843,NA,99.403,98.927,NA,NA,98.687,98.333,NA,NA,NA,NA,NA,NA,NA,NA,97.611,NA,99.165,96.905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.295,96.072,97.601,NA,NA,97.839,91.81,91.965,98.146,99.34,NA,99.106,98.906,96.565,NA,97.728,96.35,98.916,98.8,97.564,99.108,98.799,98.214,98.527,99.185,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.991,98.991,98.952,NA,NA,96.95,98.448,98.412,98.877,NA,97.682,NA,98.798,NA,97.758,92.994,NA,NA,97.83,97.865,NA,NA,NA,NA,NA,NA,NA,NA,96.283,NA,97.87,97.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.296,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.971,93.525,98.535,NA,NA,97.407,97.091,92.135,96.226,99.27,NA,99.267,NA,98.535,NA,99.267,93.116,98.901,99.267,99.634,98.175,98.182,98.168,98.168,99.635,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.634,100,98.168,NA,NA,92.565,96.377,97.491,99.27,NA,97.826,NA,98.893,NA,97.802,90.323,NA,NA,96.337,99.634,NA,NA,NA,NA,NA,NA,NA,NA,98.905,NA,97.802,97.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67
100,95.312,91.27,92.5,94.574,95.312,90.833,91.736,87.402,92.5,87.402,91.27,94.574,94.03,87.591,NA,91.729,90.833,93.798,92.5,91.525,91.736,92.188,79.808,80.526,86.26,94.444,92.647,94.574,93.798,80.526,NA,95.312,NA,95.312,90.441,93.023,93.382,95.312,94.309,78.421,96.859,94.574,94.531,79.459,78.571,94.531,NA,78.723,79.63,79.357,77.399,94.911,94.026,97.949,84.559,81.462,96.533,89.899,84.987,95.361,97.179,78.851,97.429,79.79,93.924,79.058,98.191,94.256,96.658,96.419,97.455,96.382,98.143,95.641,96.419,95.128,81.579,80.519,96.649,81.003,79.265,81.53,80.211,82.051,80.654,79.683,79.79,80.548,80.105,78.836,80.577,79.032,97.959,80.435,97.416,NA,79.474,80.688,92.593,79.894,86.957,85.646,NA,81.003,97.158,97.423,96.401,80.055,92.5,96.658,94.072,98.966,97.674,89.344,95.408,NA,95.866,NA,97.429,86.224,93.694,92.5,97.165,96.931,92.5,80,81.703,90.909,90.647,77.926,NA,82.372,97.416,86.559,95.385,94.192,82.109,83.333,82.692,81.029,82.848,81.132,88.108,82.051,81.191,91,80.769,89.209,83.916,81.295,NA,NA,NA,NA,NA,68
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.865,98.22,98.699,NA,NA,99.675,88.622,86.921,98.377,99.352,NA,100,NA,99.512,NA,98.708,97.271,94.677,98.864,96.266,98.544,98.058,99.192,98.382,99.513,NA,NA,94.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.513,NA,98.701,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.214,98.211,98.548,NA,NA,98.862,99.513,98.377,97.749,97.751,97.917,NA,98.223,NA,96.129,85.008,NA,NA,97.403,98.068,NA,NA,NA,NA,NA,NA,NA,NA,95.169,NA,99.513,99.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.291,98.347,98.939,NA,NA,97.995,87.615,96.122,98.474,97.313,NA,95.289,NA,98.002,NA,99.174,92.575,96.379,98.59,97.294,98.707,97.288,99.174,98.113,99.645,NA,NA,98.585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.294,NA,98.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.059,98.936,98.937,NA,NA,98.825,98.587,97.644,97.412,99.058,95.765,NA,99.292,NA,96.827,95.428,NA,NA,98.821,98.002,NA,NA,NA,NA,NA,NA,NA,NA,98.124,NA,97.767,99.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.613,98.38,98.367,NA,NA,97.321,91.68,92.055,98.821,98.492,NA,98.861,NA,96.892,NA,97.047,91.267,96.739,98.266,97.077,98.596,95.923,97.074,97.253,97.113,NA,NA,98.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.08,NA,98.613,NA,NA,NA,98.667,NA,98.903,NA,95.796,NA,98.455,99.213,98.409,NA,97.901,98.512,98.676,98.264,96.638,98.366,95.643,95.439,97.978,NA,97.482,96.147,NA,NA,98.16,97.891,NA,NA,NA,NA,NA,NA,NA,NA,96.732,NA,97.563,98.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.588,NA,NA,98.77,90.947,93.496,98.367,99.588,NA,99.59,NA,100,NA,95.547,95.082,98.374,99.59,97.942,99.156,97.131,98.765,97.942,98.765,NA,NA,96.721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.959,NA,100,NA,NA,NA,98.354,NA,100,NA,95.161,NA,99.177,100,100,NA,99.16,97.551,99.177,100,99.184,100,99.177,99.58,99.18,NA,97.531,98.354,NA,NA,97.119,98.361,NA,NA,NA,NA,NA,NA,NA,NA,96.311,NA,97.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.456,NA,NA,97.183,93.807,92.561,98.833,99.415,NA,99.415,NA,96.57,NA,95.769,96.76,98.579,98.593,97.725,98.693,98.749,97.832,98.861,98.222,NA,NA,98.889,NA,NA,NA,NA,NA,NA,NA,NA,97.305,NA,NA,NA,NA,98.972,NA,99.055,NA,NA,NA,98.06,NA,98.056,NA,98.085,NA,98.943,99.387,97.92,NA,98.913,99.526,98.915,98.666,98.53,98.944,97.614,97.918,98.61,NA,97.696,96.03,98.64,99.032,97.554,98.418,NA,NA,NA,NA,NA,NA,NA,NA,96.954,NA,98.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.121,92.334,97.922,98.075,NA,98.693,NA,97.445,NA,97.886,98.625,NA,NA,97.297,98.545,98.671,95.012,97.447,98.669,NA,NA,99.311,NA,NA,NA,NA,NA,NA,NA,NA,99.115,NA,NA,NA,NA,98.966,NA,99.605,NA,NA,NA,97.448,NA,97.839,NA,98.672,NA,98.614,98.917,98.131,NA,99.065,99.064,99.014,99.063,97.542,98.966,96.616,98.031,98.376,NA,98.233,95.506,98.721,98.184,96.721,98.228,NA,NA,NA,NA,NA,NA,NA,NA,96.663,NA,98.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74
100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.657,92.974,NA,NA,NA,NA,NA,97.606,NA,98.779,NA,NA,NA,95.671,NA,98.154,95.934,98.623,97.914,NA,NA,97.604,NA,NA,NA,NA,NA,NA,NA,NA,97.209,NA,NA,NA,NA,98.899,NA,99.212,NA,NA,NA,98.623,NA,97.565,NA,98.86,NA,99.094,99.409,93.473,NA,98.858,98.978,98.899,99.134,97.8,98.157,97.331,97.717,93.39,NA,98.354,96.172,98.154,97.797,97.997,98.275,NA,NA,NA,NA,NA,NA,NA,NA,97.197,NA,97.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75
