"OrNV-Ma07","41048/1","34828/1","29069/1","29099/1","38635/1","43280/1","3335/1","32540/1","43139/1","39448/1","35241/1","18077/1","31426/1","20610/1","19190/1","43266/1","5723/1","40009/1","32538/1","19256/1","3332/1","30211/1","29070/1","34829/1","41031/1","41059/1","35214/1","29059/1","41069/1","30194/1","44796/1","32554/1","5703/1","44743/1","41041/1","34830/1","30217/1","37980/1","29058/1","43267/1","4533/1","18076/1","38659/1","5702/1","41062/1","31427/1","41030/1","29093/1","43192/1","41047/1","43279/1","41071/1","37895/1","25404/1","32107/1","29080/1","44780/1","19228/1","13415/1","39509/1","38665/1","16947/1","20620/1","41929/1","30193/1","32134/1","37902/1","25461/1","43292/1","29081/1","7901/1","19220/1","43270/1","44783/1","4544/1","32539/1","30199/1","29056/1","20648/1","29094/1","30212/1","7899/1","4536/1","4543/1","44751/1","5701/1","8523/1","30219/1","37998/1","41072/1","20627/1","30201/1","44773/1","38646/1","32068/1","39521/1","23712/1","40359/1","25424/1","35240/1","32098/1","40358/1","3740/1","44791/1","39516/1","8510/1","24623/1","19242/1","25448/1","30186/1","44729/1","35273/1","13876/1","43152/1","8553/1","41924/1","38668/1","37860/1","40361/1","1888/1","44804/1","37859/1","20629/1","19184/1","30190/1","19257/1","39461/1","40350/1","32090/1","38633/1","40362/1","30183/1","19214/1","19235/1","44808/1","20604/1","44840/1","7904/1","39413/1","44834/1","44813/1","8548/1","44741/1","35216/1","39424/1","20622/1","24633/1","1898/1","33356/1","1843/1","13881/1","23754/1","extracted_numbers"
100,93.506,99.387,98.16,98.684,96.732,97.436,95.513,98.077,97.516,93.711,100,96.795,96.104,98.765,97.546,100,96.078,96.154,97.531,95.679,96.815,94.805,100,98.16,96.104,99.383,96.296,96.732,98.718,99.383,96.078,98.089,96.732,95.732,94.444,96.053,96.711,98.113,94.118,96.104,96.933,96.795,98.148,95.513,98.16,96.078,95.062,96.078,95.455,97.468,97.436,97.531,94.194,94.771,97.546,97.386,94.937,95.455,98.773,96.154,98.16,95.425,96.815,92.857,98.137,94.444,91.613,98.125,94.771,91.617,92.405,92.763,96.951,92.105,92.771,96.341,100,98.039,96.341,93.59,98.765,95.455,98.16,96.078,98.089,96.988,97.531,93.878,94.771,95.484,98.148,100,93.827,98.773,95.122,94.194,93.902,NA,99.383,100,98.773,95.122,NA,NA,97.436,96.97,NA,NA,95.062,97.436,94.839,96.711,97.386,96.154,98.089,96.053,95.425,97.452,95.062,98.077,98.039,95.395,96.203,96.732,98.148,97.452,96.795,95.513,96.795,95.333,91.617,94.231,87.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47
100,NA,95.833,94.86,NA,NA,NA,94.064,95.413,94.57,NA,95.872,NA,NA,91.827,95.872,95.872,NA,NA,93.151,NA,NA,NA,95.872,96.774,NA,95.413,96.296,NA,NA,93.119,NA,NA,NA,96.313,NA,NA,NA,95.413,NA,NA,96.33,NA,95.745,NA,95.392,NA,91.556,NA,NA,NA,NA,94.091,NA,NA,94.907,NA,NA,94.954,96.789,NA,93.243,NA,91.818,NA,91.818,95.413,NA,96.759,NA,95.833,NA,NA,93.578,NA,NA,93.665,94.954,92.558,90.367,NA,97.248,NA,90.777,NA,NA,95.853,91.403,NA,NA,96.759,92.627,94.57,97.326,93.722,94.444,93.684,97.222,NA,96.482,95.434,94.091,97.222,NA,NA,NA,94.977,NA,NA,NA,NA,NA,NA,89.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.826,94.064,96.313,93.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48
100,NA,93.865,97.561,NA,NA,NA,92.593,90.123,92.593,NA,93.21,NA,NA,94.479,93.21,95.062,93.617,NA,95.062,NA,NA,NA,95.062,91.975,NA,89.286,89.506,NA,NA,89.82,NA,NA,NA,93.827,NA,NA,NA,90.361,NA,NA,88.889,NA,92.683,NA,NA,NA,90.184,NA,NA,NA,NA,91.411,NA,NA,93.827,NA,NA,86.452,91.975,NA,89.697,NA,NA,NA,93.827,93.21,NA,98.4,NA,92.638,NA,NA,91.411,NA,NA,90.964,90.741,90.741,89.441,NA,93.333,NA,NA,NA,NA,91.975,NA,NA,NA,95.062,90.741,95.918,88.889,93.711,93.827,NA,90.123,NA,93.631,93.827,93.827,92.638,NA,NA,NA,91.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.854,95.062,91.875,90.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49
100,NA,97.261,98.151,NA,NA,NA,96.286,97.788,98.72,NA,96.237,NA,NA,97.022,97.794,95.567,96.273,NA,97.974,NA,NA,98.288,93.986,95.979,NA,97.526,96.353,NA,NA,97.606,NA,NA,NA,97.702,NA,NA,NA,90.921,NA,NA,97.181,NA,94.286,NA,97.381,NA,NA,NA,NA,96.844,NA,96.682,NA,NA,96.462,NA,NA,94.407,90.152,NA,93.63,NA,94.467,NA,96.985,95.945,NA,96.903,NA,96.945,NA,NA,94.826,NA,NA,97.89,98.24,95.395,95.434,NA,96.496,NA,93.838,NA,NA,95.923,NA,NA,NA,96.572,97.305,97.398,97.353,94.93,96.719,97.958,96.131,NA,96.363,97.359,97.665,97.303,NA,NA,NA,97.534,NA,NA,NA,NA,NA,NA,93.283,NA,NA,NA,NA,NA,NA,NA,NA,95.833,98.068,97.431,97.306,96.054,NA,NA,NA,NA,NA,NA,NA,NA,97.386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50
100,NA,97.059,91.213,NA,NA,NA,94.191,99.578,NA,NA,98.739,NA,NA,98.283,98.734,98.734,NA,NA,99.576,NA,NA,97.899,97.899,98.312,NA,98.745,99.578,NA,NA,NA,NA,NA,NA,99.156,NA,NA,NA,NA,NA,NA,99.16,NA,94.979,NA,99.563,NA,NA,NA,NA,96.68,NA,93.416,NA,NA,97.899,NA,NA,96.639,95.378,NA,91.597,NA,96.413,NA,94.241,91.701,NA,97.89,NA,94.191,NA,NA,96.234,NA,NA,98.734,99.156,94.262,94.262,NA,96.624,NA,97.89,NA,NA,91.561,NA,NA,NA,96.234,96.137,98.734,98.312,90.204,97.059,99.578,97.095,NA,94.979,96.25,97.49,97.89,NA,NA,NA,99.156,NA,NA,NA,NA,NA,NA,94.583,NA,NA,NA,NA,NA,NA,NA,NA,98.319,99.578,97.468,99.578,99.156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
100,NA,96.313,94.962,NA,NA,NA,90.827,98.464,NA,NA,97.55,NA,NA,96.341,99.537,98.923,NA,NA,97.853,NA,NA,96.018,94.334,98.305,NA,96.933,98.618,NA,NA,NA,NA,NA,NA,95.434,NA,NA,NA,NA,NA,NA,97.706,NA,94.851,NA,96.779,NA,NA,NA,NA,97.531,NA,97.535,NA,NA,96.589,NA,NA,95.559,98.154,NA,87.422,NA,93.514,NA,94.57,97.248,NA,96.631,96.33,95.274,NA,NA,98.31,NA,NA,97.412,98.154,98.148,97.546,NA,97.389,NA,97.689,NA,NA,97.239,NA,NA,NA,97.546,97.385,96.636,95.413,93.958,99.231,98.923,97.248,NA,96.434,98.62,98.765,97.385,NA,NA,NA,98.313,NA,NA,NA,NA,NA,NA,95.092,NA,NA,NA,NA,NA,NA,NA,NA,98.315,97.081,98.613,96.478,97.994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52
100,NA,97.964,98.112,NA,NA,NA,92.996,96.849,NA,NA,97.446,NA,NA,95.335,98.565,98.341,NA,NA,97.583,NA,NA,97.513,98.415,96.168,NA,96.027,97.279,NA,NA,NA,NA,NA,NA,98.115,NA,NA,NA,NA,NA,NA,96.854,NA,NA,NA,97.063,NA,NA,NA,NA,98.793,NA,97.885,NA,NA,96.171,NA,NA,95.852,97.673,NA,95.17,NA,94.172,NA,96.682,96.714,NA,96.767,92.975,95.636,NA,NA,98.26,NA,NA,97.961,98.113,95.943,96.84,NA,96.547,NA,97.811,NA,NA,96.471,NA,NA,NA,96.833,98.045,95.846,97.739,97.368,97.37,97.045,95.56,NA,94.127,97.132,96.762,97.36,NA,NA,NA,97.378,NA,NA,NA,NA,NA,NA,94.324,NA,NA,NA,NA,NA,NA,NA,NA,96.769,96.163,95.015,96.246,96.547,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53
100,NA,93.269,97.487,NA,NA,NA,95.455,94.388,NA,NA,98.462,NA,NA,96.535,100,97.475,NA,NA,96.04,NA,NA,97.99,100,98.492,NA,90.955,98.485,NA,NA,NA,NA,NA,NA,99.495,NA,NA,NA,NA,NA,NA,97.99,NA,NA,NA,98.99,NA,NA,NA,NA,93.97,NA,97.98,NA,NA,95.385,NA,NA,94.709,96.825,NA,100,NA,NA,NA,98.485,98.99,NA,98.99,93,96,NA,NA,96.465,NA,NA,98.02,95.96,96.465,97.938,NA,96.5,NA,89.5,NA,NA,97.475,NA,NA,NA,97,96.465,97.423,98.507,95.5,98.492,96.629,96.5,NA,98.985,98.485,97.487,93.97,NA,NA,NA,98.01,NA,NA,NA,NA,NA,NA,97.949,NA,NA,NA,NA,NA,NA,NA,NA,94.527,96.04,100,94.527,95.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54
100,NA,98.887,96.305,NA,NA,NA,96.221,98.141,NA,NA,98.514,NA,NA,98.006,96.679,98.593,NA,NA,97.305,NA,NA,98.027,97.118,98.22,NA,93.21,95.431,NA,NA,NA,NA,NA,NA,98.294,NA,NA,NA,NA,NA,NA,97.263,NA,NA,NA,97.624,NA,NA,NA,NA,96.827,NA,98.217,NA,NA,95.941,NA,NA,95.646,97.783,NA,NA,NA,NA,NA,96.154,93.577,NA,96.154,91.716,93.269,NA,NA,96.963,NA,NA,98.083,97.926,95.388,96.228,NA,96.903,NA,95.536,NA,NA,97.052,NA,NA,NA,97.849,98.077,96.444,96.516,93.912,97.179,96.588,95.077,NA,97.557,97.931,94.686,98.367,NA,NA,NA,98.221,NA,NA,NA,NA,NA,NA,96.003,NA,NA,NA,NA,97.927,NA,NA,NA,94.978,95.821,97.411,95.941,96.691,NA,NA,NA,NA,90.856,NA,NA,NA,NA,96.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
100,NA,98.742,98.022,NA,NA,NA,NA,97.679,NA,NA,97.848,NA,NA,98.65,99.459,98.921,NA,NA,98.924,NA,NA,NA,97.314,98.742,NA,97.487,97.583,NA,NA,NA,NA,NA,NA,98.463,NA,NA,NA,NA,NA,NA,97.14,NA,NA,NA,97.957,NA,NA,NA,NA,96.323,NA,98.921,NA,NA,95.259,NA,NA,95,97.038,NA,NA,NA,NA,NA,96.679,94.573,NA,97.943,92.451,92.769,NA,NA,96.869,NA,NA,96.78,98.297,94.568,94.316,NA,96.374,NA,93.226,NA,NA,97.84,NA,NA,NA,96.604,98.112,98.383,98.468,95.102,99.015,97.772,98.115,NA,98.652,96.789,94.41,97.42,NA,NA,NA,98.564,NA,NA,NA,NA,NA,NA,94.207,NA,NA,NA,NA,99.102,NA,NA,NA,95.637,97.043,97.043,95.718,98.201,NA,NA,NA,NA,93.651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
100,NA,96.739,98.415,NA,NA,NA,NA,99.051,NA,NA,98.894,NA,NA,96.573,99.048,97.319,NA,NA,98.892,NA,NA,NA,98.734,98.113,NA,98.262,98.892,NA,NA,NA,NA,NA,NA,99.681,NA,NA,NA,NA,NA,NA,97.323,NA,NA,NA,NA,NA,NA,NA,NA,96.372,NA,98.576,NA,NA,93.681,NA,NA,93.543,98.58,NA,NA,NA,NA,NA,94.349,95.886,NA,98.73,94.662,95.899,NA,NA,98.734,NA,NA,98.098,96.535,94.803,93.978,NA,97.937,NA,97.013,NA,NA,97.31,NA,NA,NA,98.891,97.623,98.428,89.114,96.83,98.418,97.306,95.149,NA,96.845,99.045,97.476,97.165,NA,NA,NA,97.94,NA,NA,NA,NA,NA,NA,95.298,NA,NA,NA,NA,99.051,NA,NA,NA,98.578,94.704,96.057,95.801,96.524,NA,NA,NA,NA,97.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57
100,NA,94.528,97.505,NA,NA,NA,NA,99.038,NA,NA,97.5,NA,NA,98.654,99.038,99.231,NA,NA,98.092,NA,NA,NA,96.154,94.857,NA,95.131,97.126,NA,NA,NA,NA,NA,NA,93.195,NA,NA,NA,NA,NA,NA,96.353,NA,NA,NA,NA,NA,NA,NA,NA,98.464,NA,97.318,NA,95.029,95.283,NA,NA,92.939,95.402,NA,NA,NA,NA,NA,90.494,97.126,NA,96.75,94.828,94.118,NA,NA,96.176,NA,NA,99.808,99.229,95.402,92.25,NA,95.817,NA,98.656,NA,NA,94.106,NA,NA,NA,97.533,98.467,96.304,98.276,97.143,97.308,99.042,98.276,NA,99.037,95.247,96.929,97.514,NA,NA,NA,98.464,NA,NA,NA,NA,NA,NA,93.22,NA,NA,NA,NA,99.615,NA,NA,NA,94.857,99.413,95.777,93.156,98.269,NA,NA,NA,NA,95.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58
100,NA,98.985,94.11,NA,NA,NA,NA,98.048,NA,NA,96.703,NA,NA,98.312,97.049,98.114,NA,NA,95.917,NA,NA,NA,97.425,97.379,NA,97.305,98.311,NA,NA,NA,NA,NA,NA,96.837,NA,NA,NA,NA,NA,NA,96.644,NA,NA,NA,NA,NA,NA,NA,NA,97.917,NA,98.785,NA,95.084,97.706,NA,NA,94.643,98.108,NA,NA,NA,NA,NA,93.124,95.524,NA,96.436,94.91,95.987,NA,NA,97.301,NA,NA,97.237,98.178,93.88,91.857,88.267,96.894,NA,96.126,NA,NA,95.906,NA,NA,NA,97.51,95.699,97.294,95.914,97.64,98.178,97.714,98.246,NA,96.848,92.522,97.98,97.377,NA,NA,NA,97.513,NA,NA,NA,96.879,NA,NA,96.296,NA,NA,NA,NA,98.451,94.118,NA,NA,97.372,96.567,96.772,90.333,95.876,NA,NA,NA,NA,96.324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
100,NA,97.429,99.104,NA,NA,NA,NA,97.959,NA,NA,96.875,NA,NA,98.841,98.266,97.159,NA,NA,96.232,NA,NA,NA,99.42,97.101,NA,98.847,97.101,NA,NA,NA,NA,NA,NA,98.276,NA,NA,NA,NA,NA,NA,98.251,NA,NA,NA,NA,NA,NA,NA,NA,98.841,NA,97.681,NA,95.775,95.389,NA,NA,92.264,97.101,NA,NA,NA,NA,NA,97.101,94.813,NA,96.562,95.115,94.886,NA,NA,97.688,NA,NA,93.696,99.13,89.474,95.157,88.184,95.989,NA,95.376,NA,NA,93.913,NA,NA,NA,97.989,95.954,98.841,97.421,97.337,97.586,98.851,94.842,NA,93.064,97.989,97.989,98.261,NA,NA,NA,98.851,NA,NA,NA,98.281,NA,NA,96.034,NA,NA,NA,NA,97.721,96.552,NA,NA,96.848,91.265,97.126,96.264,89.286,NA,NA,NA,NA,94.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60
100,NA,98.134,96.642,NA,NA,NA,NA,99.251,NA,NA,98.141,NA,NA,98.507,98.881,98.507,NA,NA,97.048,NA,NA,NA,99.625,100,NA,99.251,98.134,NA,NA,NA,NA,NA,NA,99.251,NA,NA,NA,NA,NA,NA,98.092,NA,NA,NA,NA,NA,NA,NA,NA,98.507,NA,100,NA,95.203,97.753,NA,NA,97.753,97.037,NA,NA,NA,NA,NA,95.131,98.502,NA,98.507,95.149,97.71,NA,NA,95.88,NA,NA,98.513,97.378,88.538,89.412,92.537,97.004,NA,95.506,NA,NA,98.837,NA,NA,NA,99.625,97.004,98.127,100,96.679,99.625,99.614,99.625,NA,95.539,96.525,98.127,97.398,NA,NA,NA,98.502,NA,NA,NA,98.876,NA,NA,98.513,NA,NA,NA,NA,95.941,98.502,NA,NA,96.679,95.131,97.407,96.642,97.308,NA,NA,NA,NA,97.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61
100,NA,97.788,100,NA,NA,NA,NA,100,NA,NA,98.655,NA,NA,99.099,97.768,98.198,NA,NA,95.023,NA,NA,NA,98.655,97.758,NA,99.024,96.875,NA,NA,NA,NA,NA,NA,99.55,NA,NA,NA,NA,NA,NA,97.788,NA,NA,NA,NA,NA,NA,NA,NA,98.649,NA,100,NA,94.222,100,NA,NA,95.536,94.17,NA,NA,NA,NA,NA,94.643,99.099,NA,98.206,92.411,98.14,NA,NA,95.964,NA,NA,99.103,99.55,94.667,NA,86.996,98.649,NA,100,NA,NA,97.309,NA,NA,NA,99.099,96.396,100,97.826,98.649,97.748,96.46,97.321,NA,97.685,98.214,98.661,98.649,NA,NA,NA,99.099,NA,NA,NA,95.495,NA,NA,97.748,NA,NA,NA,NA,96.413,96.875,NA,NA,96.444,97.758,91.266,93.304,97.297,NA,NA,NA,NA,97.758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62
100,NA,97.495,98.095,NA,NA,NA,NA,98.486,NA,NA,97.352,97.57,NA,95.61,98.739,98.523,NA,NA,97.13,NA,NA,NA,97.514,98.564,NA,98.131,97.17,NA,NA,NA,NA,NA,NA,98.161,NA,NA,NA,NA,NA,NA,96.522,NA,NA,NA,NA,NA,NA,NA,NA,98.345,NA,98.06,NA,96.853,97.162,NA,NA,95.134,97.663,NA,NA,NA,NA,NA,97.414,95.92,NA,97.326,94.833,96.417,NA,NA,97.842,NA,NA,95.032,97.838,97.075,93.058,93.953,97.454,92.704,94.44,98.308,NA,96.59,NA,NA,NA,98.057,97.807,97.596,NA,96.876,96.126,97.63,98.023,NA,97.376,98.384,97.272,98.885,NA,NA,NA,97.381,NA,NA,NA,98.307,NA,NA,94.712,NA,NA,NA,NA,99.064,97.599,NA,NA,97.916,95.171,95.879,97.051,97.281,NA,97.507,NA,NA,94.801,NA,95.992,NA,NA,NA,96.814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63
100,92,98.361,93.714,94.771,94.702,96.026,94.737,98.907,92.208,91.803,96.175,96.774,93.678,99.457,96.721,100,93.407,98.649,95.628,96.689,95.425,93.182,98.895,98.907,91.713,94.595,98.361,93.923,95.395,94.194,94.04,96.689,93.529,98.913,95.364,94.253,93.678,93.464,91.758,90.659,97.838,94.702,94.737,92.308,92.994,98.026,96.053,92.614,91.429,98.913,95.364,97.814,89.503,98.907,98.361,94.253,93.464,99.435,100,90.659,92.903,94.702,96.689,90.698,93.011,95.628,98.837,98.378,95.135,97.283,90.503,94.702,99.454,88.506,93.548,91.758,98.919,92.571,95.109,95.652,96.757,95.109,95.161,96.196,92.265,97.268,97.351,91.011,96.711,98.387,97.283,99.454,91.558,93.956,98.361,98.907,96.175,NA,98.361,97.826,95.676,98.37,NA,NA,93.75,97.297,NA,NA,96.026,99.444,91.379,94.828,95.135,94.798,94.286,93.37,93.714,97.814,99.454,90.909,96.026,99.454,99.454,94.652,92.553,96.237,94.702,96.078,91.613,92,97.516,88.95,93.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64
100,NA,94.949,94.276,NA,NA,NA,NA,92.593,NA,NA,87.542,94.949,NA,94.295,94.276,93.603,NA,NA,93.98,NA,NA,NA,90,94.276,NA,94.631,89.831,NA,NA,NA,NA,NA,NA,94.949,NA,NA,NA,NA,NA,NA,91.246,NA,NA,NA,NA,NA,NA,NA,NA,94.949,NA,94.276,NA,92.701,92.593,NA,NA,90.909,93.355,NA,NA,NA,NA,NA,94.613,NA,NA,93.603,88.929,93.939,NA,NA,91.246,NA,NA,86.713,94.684,NA,92.053,94.276,93.311,90.397,93.898,93.289,NA,90.909,NA,NA,NA,94.649,94.314,92.282,NA,94.276,91.694,95.286,91.919,NA,94.02,91.919,93.645,93.96,NA,NA,NA,93.603,NA,NA,NA,92.027,NA,93.559,93.96,90.635,NA,NA,NA,93.96,90,NA,NA,89.298,93.939,93.907,90.365,94.613,NA,84.971,NA,83.125,90.236,NA,89.895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65
100,NA,96.405,98.039,NA,NA,NA,NA,98.039,NA,NA,97.324,96.078,NA,97.72,97.386,96.405,NA,NA,96.44,NA,NA,NA,94.822,97.059,NA,97.068,97.386,NA,NA,NA,NA,NA,NA,95.833,NA,NA,NA,NA,NA,NA,97.643,NA,NA,NA,NA,NA,NA,NA,NA,97.712,NA,97.068,NA,93.75,96.753,NA,NA,92.857,96.078,NA,NA,NA,NA,NA,94.771,NA,NA,93.182,89.286,95.286,NA,NA,96.104,NA,NA,96.104,98.013,NA,93.506,96.405,96.04,88.312,94.156,96.753,NA,95.638,NA,NA,NA,97.403,98.366,96.104,NA,95.752,96.141,97.394,93.089,NA,94.194,97.712,94.805,97.386,NA,NA,NA,97.068,NA,NA,95.175,96.743,NA,97.059,93.791,97.386,NA,NA,NA,97.712,94.839,NA,NA,98.658,98.039,91.531,95.593,96.732,NA,95.484,NA,89.789,90.997,95.161,95.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66
100,NA,94.388,88.785,NA,NA,NA,NA,89.72,NA,NA,87.5,89.815,NA,93.367,94.388,93.846,NA,NA,91.549,NA,NA,NA,90.777,91.327,NA,91.837,89.952,NA,NA,NA,NA,NA,NA,92.166,NA,NA,NA,NA,NA,NA,92.965,NA,NA,NA,NA,NA,NA,NA,NA,90.71,NA,91.08,NA,86.432,NA,NA,NA,86.111,91.08,NA,NA,NA,NA,NA,94.388,NA,NA,91.08,88.426,92.308,NA,NA,87.793,NA,NA,86.047,88.479,NA,86.239,85.075,86.139,86.567,92.424,93.814,NA,85.514,NA,NA,NA,93.878,89.498,89.352,NA,85.981,88.208,89,NA,NA,89.815,90.278,87.85,90.196,NA,NA,NA,93.367,NA,NA,90.187,87.383,NA,89.72,88.94,90.816,NA,NA,NA,93.434,88.479,NA,NA,90.654,90.5,90.955,93.814,92.965,NA,85.185,NA,85.268,87.783,89.302,87.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67
100,NA,99.249,95.224,NA,NA,NA,NA,98.048,NA,NA,96.407,98.651,NA,97.892,99.098,98.946,NA,NA,98.496,NA,NA,NA,93.443,98.492,NA,98.492,97.313,NA,NA,NA,NA,NA,NA,96.731,NA,NA,NA,NA,NA,NA,NA,NA,98.458,NA,NA,NA,NA,NA,NA,96.119,NA,96.852,NA,96.257,96.552,NA,NA,96.856,98.498,NA,NA,NA,NA,NA,95.678,NA,NA,98.198,93.926,95.052,NA,NA,95.345,NA,NA,95.015,97.535,NA,94.354,90.583,97.139,95.152,94.502,97.147,NA,93.592,NA,NA,NA,99.548,97.748,98.048,NA,97.904,97.444,NA,NA,NA,NA,97.447,97.156,NA,NA,NA,NA,96.142,NA,NA,98.206,98.793,NA,98.179,94.962,96.413,95.281,NA,NA,98.348,93.769,NA,NA,97.143,96.418,94.144,97.293,97.305,NA,96.707,NA,96.183,91.364,95.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68
100,NA,98.693,99.346,NA,NA,NA,NA,98.052,NA,NA,94.771,98.039,NA,88.961,97.419,96.774,NA,NA,98.039,NA,NA,NA,98.039,98.052,NA,96.078,92.258,NA,NA,NA,NA,NA,NA,98.693,NA,NA,NA,NA,NA,NA,NA,NA,97.386,NA,NA,NA,NA,NA,NA,98.693,NA,97.403,NA,94.194,92.903,NA,NA,96.078,97.403,NA,NA,NA,NA,NA,96.078,NA,NA,97.386,96.795,96.154,NA,NA,98.693,NA,NA,93.243,98.052,NA,91.503,86.466,98.261,96.078,94.771,98.693,NA,96.774,NA,NA,NA,94.118,98.052,99.346,NA,90.85,96.078,NA,NA,NA,NA,NA,99.346,NA,NA,NA,NA,95.425,NA,NA,98.039,98.052,NA,98.039,92.157,96.732,94.904,NA,NA,97.419,96.774,NA,NA,98.693,93.548,96.774,96.732,90.625,NA,96.753,NA,90.741,94.118,96.644,NA,NA,NA,NA,NA,90.26,95.238,94.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69
100,NA,98.085,97.206,NA,NA,NA,NA,97.938,NA,NA,98.077,97.938,NA,96.633,98.968,97.496,NA,NA,97.823,NA,NA,NA,97.218,95.912,NA,98.24,96.769,NA,NA,NA,NA,NA,NA,97.651,NA,NA,NA,NA,NA,NA,NA,NA,96.623,NA,NA,NA,NA,NA,NA,97.644,NA,98.827,NA,97.198,96.779,NA,NA,97.365,96.916,NA,NA,NA,NA,NA,96.182,NA,NA,96.507,95.69,94.559,NA,NA,96.199,NA,NA,94.883,97.788,NA,95.468,82.779,98.088,94.606,94.599,98.678,NA,96.662,NA,NA,NA,97.353,97.206,81.466,NA,98.56,97.944,NA,NA,NA,NA,NA,97.206,NA,NA,NA,NA,96.912,NA,NA,97.791,98.085,NA,99.118,95.766,97.661,96.182,NA,NA,98.82,95.948,NA,NA,98.16,95.924,95.562,95.906,97.218,NA,97.372,NA,95.322,95.468,96.439,NA,NA,NA,NA,NA,91.291,NA,94.453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70
100,NA,98.544,99.027,NA,NA,NA,NA,97.324,NA,NA,97.115,95.663,NA,98.54,99.274,99.511,NA,NA,98.305,NA,NA,NA,90.692,98.783,NA,99.031,99.027,NA,NA,NA,NA,NA,NA,99.027,NA,NA,NA,NA,NA,NA,NA,NA,98.547,NA,NA,NA,NA,NA,NA,97.115,NA,99.031,NA,95.62,99.029,NA,NA,93.689,95.652,NA,NA,NA,NA,NA,86.779,NA,NA,97.337,NA,95.663,NA,NA,99.187,NA,NA,94.444,94.404,NA,95.631,89.209,96.651,95.642,93.541,99.029,NA,96.117,NA,NA,NA,96.098,98.544,98.537,NA,NA,93.237,NA,NA,NA,NA,NA,97.094,NA,NA,NA,NA,95.894,NA,NA,97.349,96.89,NA,98.297,95.146,99.027,98.786,NA,NA,98.544,98.547,NA,NA,94.66,95.411,94.94,97.33,98.544,NA,97.343,NA,95.663,93.643,93.961,NA,NA,NA,NA,NA,NA,NA,90.952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71
